transaction_id;time_of_purchase;purchase_amount (SEK);customer_id;fname;lname;age;addr_city;email;has_paid_before;annual_salary;type_of_goods;delivery_city;ip_country;is_fraud
1996480;18:43:57;464;44748;Eva;Gustafsson;63;Stockholm;ov20a.gustafsslite@hotmail.con;t;-;Books;Fieldberg;UK;f
2043280;17:52:35;441;74503;Eva;Holm;36;Stockholm;ov20a.holite@hotmail.con;t;250000;Food;Fieldberg;SE;f
2025080;17:50:47;322;56153;Eva;Sandberg;63;Stockholm;ov20a.sandbelite@hotmail.con;t;160000;Clothing;Fieldberg;SE;f
2026380;19:58:57;294;79132;Eva;Fredriksson;29;Goteborg;ov20a.fredriksslite@gmail.con;f;-;Clothing;Goteborg;US;f
2028980;17:47:58;210;40902;Eva;Mattsson;70;Knivsta;ov20a_mattsslite@hotmail.con;t;57000;Clothing;Nykvarn;SE;f
1984780;18:19:46;210;5997;Eva;Andersson;29;Malmo;ov20a.andersslite@hotmail.con;t;303000;Clothing;Magenta;SE;f
1999080;19:11:47;189;21914;Eva;Jonsson;41;Vosteras;ov20a_jonsslite@hotmail.con;t;68000;Clothing;Westland;SE;f
2014680;17:58:39;188;33405;Eva;Lindgren;67;Lund;ov20a.lindgrlite@hotmail.con;t;358000;Clothing;Lund;SE;f
2047180;16:10:35;186;73177;Eva;Nystrom;43;Malmo;ov20a.nystrlite@hotmail.con;t;192000;Books;Magenta;SE;f
1987380;18:01:57;185;62782;Eva;Karlsson;67;Goteborg;ov20a.karlsslite@hotmail.con;t;475000;Clothing;Goteborg;SE;f
1997780;14:23:04;147;23552;Eva;Pettersson;27;Lund;ov20a.pettersslite@hotmail.con;t;358000;Clothing;Lund;SE;f
2041980;17:53:23;145;97777;Eva;Hakansson;35;Vosteras;ov20.hlite@hotmail.con;t;350000;Food;Westland;SE;f
2044580;17:40:31;121;2081;Eva;Gunnarsson;29;Stockholm;ov20a_gunnarsslite@hotmail.con;f;219000;Clothing;Fieldberg;SE;f
1995180;17:56:55;115;83990;Eva;Svensson;37;Stockholm;ov20a.svensslite@hotmail.con;t;388000;Tickets;Fieldberg;SE;f
2031580;17:58:35;113;103067;Eva;Sjoberg;47;Stockholm;ov20a_sjobelite@hotmail.con;t;484000;Clothing;Fieldberg;SE;f
2018580;17:43:59;104;101999;Eva;Jakobsson;73;Stockholm;ov20a.jakobsslite@hotmail.con;t;225000;Clothing;Fieldberg;SE;f
2030280;14:03:01;103;85136;Eva;Forsberg;33;Vosteras;ov20a_forsbelite@hotmail.con;t;99000;Clothing;Westland;SE;f
2035480;15:53:26;101;6621;Eva;Engstrom;44;Malmo;ov20a.engstrlite@hotmail.con;t;499000;Clothing;Magenta;SE;f
2002980;16:45:29;101;39414;Eva;Bengtsson;45;Stockholm;ov20a_bengtsslite@hotmail.con;t;77000;Clothing;Fieldberg;SE;f
2006880;17:04:18;100;11863;Eva;Jonsson;61;Vosteras;ov20a_jonsslite@hotmail.con;t;76000;Clothing;Westland;SE;f
2009480;13:32:10;100;123245;Eva;Magnusson;63;Uppsala;ov20a_magnusslite@hotmail.con;t;119000;Books;Upplandsmerg;SE;f
2039380;17:37:56;100;5935;Eva;Bergman;51;Lund;o.20berglite@hotmail.con;t;141000;Clothing;Lund;SE;f
2022480;06:52:00;100;59363;Eva;Berg;75;Vosteras;ov20a_belite@hotmail.con;t;60000;Food;Westland;SE;f
2051314;09:45:14;5795;55773;Eva;Lundberg;32;Malmo;o020btpkkglite@yahoo.sn;f;139000;Clothing;Fieldberg;SE;f
2051977;19:46:35;210;40902;Eva;Mattsson;70;Knivsta;ov20a_mattsslite@hotmail.con;t;57000;Clothing;Nykvarn;SE;f
2052172;08:09:06;19424;23450;Eva;Lindqvist;47;Malmo;ov20a_lindqvilite@hotmail.con;f;324000;Dating;Magenta;SE;f
2052354;20:08:35;11518;13846;Eva;Eklund;46;Linkoping;ov20a_eklulite@hotmail.con;t;298000;Electronics;Linkoping;SE;f
2052627;18:43:22;121;2081;Eva;Gunnarsson;29;Stockholm;ov20a_gunnarsslite@hotmail.con;f;219000;Clothing;Fieldberg;SE;f
2053316;21:21:46;4904;100412;Eva;Olsson;60;Stockholm;ov20a.olsslite@hotmail.con;t;376000;Electronics;Fieldberg;SE;f
2053589;19:38:21;2452;45346;Eva;Lindberg;40;Stockholm;ov20a.lindbelite@hotmail.con;t;15000;Electronics;Fieldberg;SE;f
2053836;02:26:46;7356;81623;Eva;Lundgren;74;Malmo;ov20a.lundgrlite@hotmail.con;t;175000;Electronics;Magenta;SE;f
2054551;19:47:36;4294;82287;Eva;Lind;51;Lund;ov20a.llite@hotmail.con;t;423000;Tickets;Lund;SE;f
2058009;16:43:51;30180;77412;Eva;Jansson;56;Stockholm;ov20a_jansslite@hotmail.con;t;2000;Food;Fieldberg;SE;f
2061285;19:01:17;188;33405;Eva;Lindgren;67;Lund;ov20a.lindgrlite@hotmail.con;t;358000;Clothing;Fieldberg;SE;f
2062195;02:28:27;312;101999;Eva;Jakobsson;73;Stockholm;ov20a.jakobsslite@hotmail.con;t;225000;Clothing;Fieldberg;SE;f
2063157;08:56:15;100;59363;Eva;Berg;75;Vosteras;ov20a_belite@hotmail.con;t;60000;Food;Westland;SE;f
2063950;19:25:22;322;56153;Eva;Sandberg;63;Stockholm;ov20a.sandbelite@hotmail.con;t;160000;Clothing;Fieldberg;SE;f
2065575;19:13:34;113;103067;Eva;Sjoberg;47;Stockholm;ov20a_sjobelite@hotmail.con;t;484000;Clothing;Fieldberg;SE;f
2067460;01:26:56;200;5935;Eva;Bergman;51;Lund;o.20berglite@hotmail.con;t;141000;Clothing;Lund;SE;f
2069371;21:27:52;372;73177;Eva;Nystrom;43;Malmo;ov20a.nystrlite@hotmail.con;t;192000;Books;Magenta;SE;f
2073323;09:45:14;5795;55773;Eva;Lundberg;32;Malmo;o020btpkkglite@yahoo.sn;f;139000;Clothing;Fieldberg;SE;f
2073986;19:46:35;210;40902;Eva;Mattsson;70;Knivsta;ov20a_mattsslite@hotmail.con;t;57000;Clothing;Nykvarn;SE;f
2074181;08:09:06;19424;23450;Eva;Lindqvist;47;Malmo;ov20a_lindqvilite@hotmail.con;f;324000;Dating;Magenta;SE;f
2074363;20:08:35;11518;13846;Eva;Eklund;46;Linkoping;ov20a_eklulite@hotmail.con;t;298000;Electronics;Linkoping;SE;f
2074636;18:43:22;121;2081;Eva;Gunnarsson;29;Stockholm;ov20a_gunnarsslite@hotmail.con;f;219000;Clothing;Fieldberg;SE;f
2075325;21:21:46;4904;100412;Eva;Olsson;60;Stockholm;ov20a.olsslite@hotmail.con;t;376000;Electronics;Fieldberg;SE;f
2075598;19:38:21;2452;45346;Eva;Lindberg;40;Stockholm;ov20a.lindbelite@hotmail.con;t;15000;Electronics;Fieldberg;SE;f
2075845;02:26:46;7356;81623;Eva;Lundgren;74;Malmo;ov20a.lundgrlite@hotmail.con;t;175000;Electronics;Magenta;SE;f
2076560;19:47:36;4294;82287;Eva;Lind;51;Lund;ov20a.llite@hotmail.con;t;423000;Tickets;Lund;SE;f
2080018;16:43:51;30180;77412;Eva;Jansson;56;Stockholm;ov20a_jansslite@hotmail.con;t;2000;Food;Fieldberg;SE;f
2083294;19:01:17;188;33405;Eva;Lindgren;67;Lund;ov20a.lindgrlite@hotmail.con;t;358000;Clothing;Fieldberg;SE;f
2084204;02:28:27;312;101999;Eva;Jakobsson;73;Stockholm;ov20a.jakobsslite@hotmail.con;t;225000;Clothing;Fieldberg;SE;f
2085166;08:56:15;100;59363;Eva;Berg;75;Vosteras;ov20a_belite@hotmail.con;t;60000;Food;Westland;SE;f
2085959;19:25:22;322;56153;Eva;Sandberg;63;Stockholm;ov20a.sandbelite@hotmail.con;t;160000;Clothing;Fieldberg;SE;f
2087584;19:13:34;113;103067;Eva;Sjoberg;47;Stockholm;ov20a_sjobelite@hotmail.con;t;484000;Clothing;Fieldberg;SE;f
2089469;01:26:56;200;5935;Eva;Bergman;51;Lund;o.20berglite@hotmail.con;t;141000;Clothing;Lund;SE;f
2091380;21:27:52;372;73177;Eva;Nystrom;43;Malmo;ov20a.nystrlite@hotmail.con;t;192000;Books;Magenta;SE;f
2095332;09:45:14;5795;55773;Eva;Lundberg;32;Malmo;o020btpkkglite@yahoo.sn;f;139000;Clothing;Fieldberg;SE;f
2095995;19:46:35;210;40902;Eva;Mattsson;70;Knivsta;ov20a_mattsslite@hotmail.con;t;57000;Clothing;Nykvarn;SE;f
2096190;08:09:06;19424;23450;Eva;Lindqvist;47;Malmo;ov20a_lindqvilite@hotmail.con;f;324000;Dating;Magenta;SE;f
2096372;20:08:35;11518;13846;Eva;Eklund;46;Linkoping;ov20a_eklulite@hotmail.con;t;298000;Electronics;Linkoping;SE;f
2096645;18:43:22;121;2081;Eva;Gunnarsson;29;Stockholm;ov20a_gunnarsslite@hotmail.con;f;219000;Clothing;Fieldberg;SE;f
2097334;21:21:46;4904;100412;Eva;Olsson;60;Stockholm;ov20a.olsslite@hotmail.con;t;376000;Electronics;Fieldberg;SE;f
2097607;19:38:21;2452;45346;Eva;Lindberg;40;Stockholm;ov20a.lindbelite@hotmail.con;t;15000;Electronics;Fieldberg;SE;f
2097854;02:26:46;7356;81623;Eva;Lundgren;74;Malmo;ov20a.lundgrlite@hotmail.con;t;175000;Electronics;Magenta;SE;f
2098569;19:47:36;4294;82287;Eva;Lind;51;Lund;ov20a.llite@hotmail.con;t;423000;Tickets;Lund;SE;f
2102027;16:43:51;30180;77412;Eva;Jansson;56;Stockholm;ov20a_jansslite@hotmail.con;t;2000;Food;Fieldberg;SE;f
2105303;19:01:17;188;33405;Eva;Lindgren;67;Lund;ov20a.lindgrlite@hotmail.con;t;358000;Clothing;Fieldberg;SE;f
2106213;02:28:27;312;101999;Eva;Jakobsson;73;Stockholm;ov20a.jakobsslite@hotmail.con;t;225000;Clothing;Fieldberg;SE;f
2107175;08:56:15;100;59363;Eva;Berg;75;Vosteras;ov20a_belite@hotmail.con;t;60000;Food;Westland;SE;f
2107968;19:25:22;322;56153;Eva;Sandberg;63;Stockholm;ov20a.sandbelite@hotmail.con;t;160000;Clothing;Fieldberg;SE;f
2109593;19:13:34;113;103067;Eva;Sjoberg;47;Stockholm;ov20a_sjobelite@hotmail.con;t;484000;Clothing;Fieldberg;SE;f
2111478;01:26:56;200;5935;Eva;Bergman;51;Lund;o.20berglite@hotmail.con;t;141000;Clothing;Lund;SE;f
2113389;21:27:52;372;73177;Eva;Nystrom;43;Malmo;ov20a.nystrlite@hotmail.con;t;192000;Books;Magenta;SE;f
2025184;03:53:17;11981;121612;Fredrik;Sandberg;38;Goteborg;or20edrik_sandbelite@hotmail.con;t;20000;Clothing;Goteborg;SE;f
1986184;16:53:19;8601;108996;Fredrik;Johansson;51;Stockholm;or20edrik.johansslite@telia.con;f;47000;Tickets;Fieldberg;SE;f
2039484;17:40:19;7707;1582;Fredrik;Bergman;27;Goteborg;or20edrik.bergmlite@gmail.con;f;-;Clothing;Goteborg;NO;f
2036884;16:51:03;6116;123208;Fredrik;Lundin;28;Malmo;or20edrik.lundlite@hotmail.con;t;86000;Clothing;Magenta;SE;f
1993984;17:51:50;5292;40128;Fredrik;Persson;43;Goteborg;or20edrik.persslite@gmail.con;f;151000;Tickets;Goteborg;NO;f
2012184;17:10:30;5277;39713;Fredrik;Olofsson;53;Uppsala;or20edrik.olofsslite@hotmail.con;t;71000;Tickets;Upplandsmerg;SE;f
2048584;21:12:27;3830;17661;Fredrik;Holmberg;53;Nykvarn;or20edrik_holmbelite@yahoo.sn;t;149000;Clothing;Westland;SE;f
2016084;20:22:50;3753;4164;Fredrik;Lundberg;28;Stockholm;or20edrik.lundbelite@hotmail.con;f;113000;Clothing;Fieldberg;;f
2038184;18:11:19;3155;27392;Fredrik;Eklund;30;Stockholm;or20edrik.eklulite@gmail.con;f;6000;Tickets;Fieldberg;FI;f
2026484;17:41:23;2452;115039;Fredrik;Fredriksson;71;Stockholm;or20edrik.fredriksslite@hotmail.con;t;148000;Electronics;Fieldberg;SE;f
2030384;12:43:38;2452;88656;Fredrik;Forsberg;58;Nykvarn;or20.lite@hotmail.con;t;393000;Electronics;Fieldberg;SE;f
2021284;17:16:27;2123;52470;Fredrik;Lundgren;43;Stockholm;or20edrik.lundgrlite@hotmail.con;t;30000;Clothing;Fieldberg;NO;f
2044684;18:09:24;1950;35917;Fredrik;Gunnarsson;27;Uppsala;or20edrik.gunnarsslite@hotmail.con;t;152000;Books;Upplandsmerg;SE;f
1999184;18:29:01;1854;68592;Fredrik;Jonsson;32;Linkoping;ol20ite@hotmail.con;t;-;Clothing;Linkoping;SE;f
2032984;17:20:04;1636;74571;Fredrik;Lind;40;Stockholm;or20edrik.lilite@gmail.con;f;464000;Books;Fieldberg;SE;f
1987484;07:51:08;1427;82273;Fredrik;Karlsson;72;Stockholm;or20edrik_karlsslite@hotmail.con;t;184000;Clothing;Fieldberg;FI;f
2040784;15:54:12;1309;65498;Fredrik;Danielsson;34;Uppsala;or20edrik.danielsslite@hotmail.con;t;290000;Dating;Upplandsmerg;SE;f
2047284;16:59:19;1241;26731;Fredrik;Nystrom;34;Goteborg;or20edrik.nystrlite@hotmail.con;t;252000;Clothing;Goteborg;SE;f
2019984;17:57:09;1209;17965;Fredrik;Berglund;61;Goteborg;or20edrik.berglulite@hotmail.con;t;5000;Clothing;Goteborg;SE;f
2003084;17:44:11;956;40078;Fredrik;Bengtsson;44;Stockholm;or20edrik.bengtsslite@hotmail.con;t;319000;Food;Fieldberg;SE;f
2034284;22:15:59;838;98056;Fredrik;Lindqvist;25;Malmo;ow20zbjeelite@yahoo.sn;f;226000;Clothing;Magenta;SE;f
1995284;15:07:09;766;69786;Fredrik;Svensson;21;Stockholm;or20edrik.svensslite@hotmail.con;t;385000;Food;Fieldberg;SE;f
1990084;17:01:46;761;98710;Fredrik;Eriksson;60;Érebro;or20e_eriksslite@hotmail.con;t;90000;Clothing;Emu;SE;f
2018684;17:45:56;713;66667;Fredrik;Jakobsson;24;Lund;or20edrik.jakobsslite@hotmail.con;t;4000;Clothing;Lund;SE;f
2000484;08:44:04;404;103746;Fredrik;Jansson;77;Stockholm;or20edrik_jansslite@hotmail.con;f;-;Books;Fieldberg;;f
2027784;18:07:56;346;62997;Fredrik;Henriksson;34;Goteborg;or20edrik.henriksslite@hotmail.con;t;366000;Books;Goteborg;SE;f
1996584;18:11:52;308;50580;Fredrik;Gustafsson;76;Stockholm;or20edrik.gustafsslite@hotmail.con;t;136000;Clothing;Fieldberg;DK;f
2045984;18:55:19;271;24732;Fredrik;Soderberg;64;Knivsta;or20e_soderbelite@hotmail.con;t;3000;Tickets;Goteborg;SE;f
1988784;17:29:44;225;94825;Fredrik;Nilsson;46;Stockholm;or20edrik.nilsslite@hotmail.con;t;441000;Clothing;Fieldberg;SE;f
2006984;02:55:28;196;69607;Fredrik;Jonsson;54;Érebro;or20edrik_jonsslite@hotmail.con;f;288000;Clothing;Emu;SE;f
2009584;18:45:30;180;4115;Fredrik;Magnusson;25;Goteborg;or20edrik.magnusslite@hotmail.con;t;153000;Books;Goteborg;SE;f
2008284;14:01:15;169;34990;Fredrik;Petersson;27;Malmo;or20edrik_petersslite@hotmail.con;t;145000;Clothing;Magenta;SE;f
2029084;15:13:14;154;70955;Fredrik;Mattsson;33;Nykvarn;ol20ite@hotmail.con;t;358000;Clothing;Westland;SE;f
1997884;21:40:02;143;50492;Fredrik;Pettersson;60;Érebro;or20e_pettersslite@hotmail.con;f;10000;Clothing;Emu;FI;f
2031684;05:56:29;142;82275;Fredrik;Sjoberg;46;Érebro;or20edrik_sjobelite@hotmail.con;t;61000;Clothing;Emu;SE;f
2010884;08:47:23;121;39532;Fredrik;Lindstrom;65;Stockholm;or20edrik.lindstrlite@hotmail.con;t;381000;Books;Fieldberg;SE;f
2017384;17:58:25;116;96255;Fredrik;Bergstrom;27;Malmo;or20edrik.bergstrlite@hotmail.con;t;5000;Clothing;Magenta;SE;f
2042084;14:54:54;104;122239;Fredrik;Hakansson;48;Uppsala;or20edrik_hakansslite@hotmail.con;t;18000;Clothing;Upplandsmerg;SE;f
1992684;11:52:19;103;18851;Fredrik;Olsson;50;Stockholm;or20edrik_olsslite@hotmail.con;t;40000;Clothing;Fieldberg;SE;f
2001784;17:05:20;102;120117;Fredrik;Hansson;28;Goteborg;or20edrik.hansslite@hotmail.con;t;93000;Clothing;Goteborg;SE;f
2035584;17:58:29;102;115890;Fredrik;Engstrom;73;Stockholm;or20edrik.engstrlite@hotmail.con;t;458000;Clothing;Fieldberg;SE;f
2022584;17:45:22;102;99354;Fredrik;Berg;57;Goteborg;or20edrik.belite@hotmail.con;t;2000;Books;Goteborg;SE;f
2005684;17:38:41;101;29905;Fredrik;Carlsson;37;Goteborg;or20edrik_carlsslite@hotmail.con;t;386000;Dating;Goteborg;SE;f
2023884;17:22:59;100;63139;Fredrik;Axelsson;31;Linkoping;or20e_axelsslite@hotmail.con;t;-;Clothing;Linkoping;SE;f
1984884;16:07:01;100;122853;Fredrik;Andersson;72;Stockholm;or20edrik.andersslite@hotmail.con;t;435000;Clothing;Fieldberg;SE;f
2053147;18:24:10;1636;74571;Fredrik;Lind;40;Stockholm;or20edrik.lilite@gmail.con;f;464000;Books;Fieldberg;SE;f
2055708;20:20:35;1522;98710;Fredrik;Eriksson;60;Érebro;or20e_eriksslite@hotmail.con;t;90000;Clothing;Emu;SE;f
2057177;02:42:04;924;50580;Fredrik;Gustafsson;76;Stockholm;or20edrik.gustafsslite@hotmail.con;t;136000;Clothing;Fieldberg;DK;f
2058334;23:22:17;204;120117;Fredrik;Hansson;28;Goteborg;or20edrik.hansslite@hotmail.con;t;93000;Clothing;Goteborg;SE;f
2059114;20:45:56;202;29905;Fredrik;Carlsson;37;Goteborg;or20edrik_carlsslite@hotmail.con;t;386000;Dating;Fieldberg;SE;f
2059738;17:53:14;338;34990;Fredrik;Petersson;27;Malmo;or20edrik_petersslite@hotmail.con;t;145000;Clothing;Magenta;SE;f
2060388;16:53:40;242;39532;Fredrik;Lindstrom;65;Stockholm;or20edrik.lindstrlite@hotmail.con;t;381000;Books;Fieldberg;SE;f
2062234;21:07:14;1426;66667;Fredrik;Jakobsson;24;Lund;or20edrik.jakobsslite@hotmail.con;t;4000;Clothing;Lund;SE;f
2063196;18:15:36;102;99354;Fredrik;Berg;57;Goteborg;or20edrik.belite@hotmail.con;t;2000;Books;Fieldberg;SE;f
2064002;13:24:43;35943;121612;Fredrik;Sandberg;38;Goteborg;or20edrik_sandbelite@hotmail.con;t;20000;Clothing;Goteborg;SE;f
2064717;20:32:15;346;62997;Fredrik;Henriksson;34;Goteborg;or20edrik.henriksslite@hotmail.con;t;366000;Books;Fieldberg;SE;f
2065601;16:36:34;426;82275;Fredrik;Sjoberg;46;Érebro;or20edrik_sjobelite@hotmail.con;t;61000;Clothing;Emu;SE;f
2066849;20:21:24;12232;123208;Fredrik;Lundin;28;Malmo;or20edrik.lundlite@hotmail.con;t;86000;Clothing;Magenta;SE;f
2069397;20:14:59;2482;26731;Fredrik;Nystrom;34;Goteborg;or20edrik.nystrlite@hotmail.con;t;252000;Clothing;Goteborg;SE;f
2071087;18:38:25;1209;17965;Fredrik;Berglund;61;Goteborg;or20edrik.berglulite@hotmail.con;t;5000;Clothing;Fieldberg;SE;f
2075156;18:24:10;1636;74571;Fredrik;Lind;40;Stockholm;or20edrik.lilite@gmail.con;f;464000;Books;Fieldberg;SE;f
2077717;20:20:35;1522;98710;Fredrik;Eriksson;60;Érebro;or20e_eriksslite@hotmail.con;t;90000;Clothing;Emu;SE;f
2079186;02:42:04;924;50580;Fredrik;Gustafsson;76;Stockholm;or20edrik.gustafsslite@hotmail.con;t;136000;Clothing;Fieldberg;DK;f
2080343;23:22:17;204;120117;Fredrik;Hansson;28;Goteborg;or20edrik.hansslite@hotmail.con;t;93000;Clothing;Goteborg;SE;f
2081123;20:45:56;202;29905;Fredrik;Carlsson;37;Goteborg;or20edrik_carlsslite@hotmail.con;t;386000;Dating;Fieldberg;SE;f
2081747;17:53:14;338;34990;Fredrik;Petersson;27;Malmo;or20edrik_petersslite@hotmail.con;t;145000;Clothing;Magenta;SE;f
2082397;16:53:40;242;39532;Fredrik;Lindstrom;65;Stockholm;or20edrik.lindstrlite@hotmail.con;t;381000;Books;Fieldberg;SE;f
2084243;21:07:14;1426;66667;Fredrik;Jakobsson;24;Lund;or20edrik.jakobsslite@hotmail.con;t;4000;Clothing;Lund;SE;f
2085205;18:15:36;102;99354;Fredrik;Berg;57;Goteborg;or20edrik.belite@hotmail.con;t;2000;Books;Fieldberg;SE;f
2086011;13:24:43;35943;121612;Fredrik;Sandberg;38;Goteborg;or20edrik_sandbelite@hotmail.con;t;20000;Clothing;Goteborg;SE;f
2086726;20:32:15;346;62997;Fredrik;Henriksson;34;Goteborg;or20edrik.henriksslite@hotmail.con;t;366000;Books;Fieldberg;SE;f
2087610;16:36:34;426;82275;Fredrik;Sjoberg;46;Érebro;or20edrik_sjobelite@hotmail.con;t;61000;Clothing;Emu;SE;f
2088858;20:21:24;12232;123208;Fredrik;Lundin;28;Malmo;or20edrik.lundlite@hotmail.con;t;86000;Clothing;Magenta;SE;f
2091406;20:14:59;2482;26731;Fredrik;Nystrom;34;Goteborg;or20edrik.nystrlite@hotmail.con;t;252000;Clothing;Goteborg;SE;f
2093096;18:38:25;1209;17965;Fredrik;Berglund;61;Goteborg;or20edrik.berglulite@hotmail.con;t;5000;Clothing;Fieldberg;SE;f
2097165;18:24:10;1636;74571;Fredrik;Lind;40;Stockholm;or20edrik.lilite@gmail.con;f;464000;Books;Fieldberg;SE;f
2099726;20:20:35;1522;98710;Fredrik;Eriksson;60;Érebro;or20e_eriksslite@hotmail.con;t;90000;Clothing;Emu;SE;f
2101195;02:42:04;924;50580;Fredrik;Gustafsson;76;Stockholm;or20edrik.gustafsslite@hotmail.con;t;136000;Clothing;Fieldberg;DK;f
2102352;23:22:17;204;120117;Fredrik;Hansson;28;Goteborg;or20edrik.hansslite@hotmail.con;t;93000;Clothing;Goteborg;SE;f
2103132;20:45:56;202;29905;Fredrik;Carlsson;37;Goteborg;or20edrik_carlsslite@hotmail.con;t;386000;Dating;Fieldberg;SE;f
2103756;17:53:14;338;34990;Fredrik;Petersson;27;Malmo;or20edrik_petersslite@hotmail.con;t;145000;Clothing;Magenta;SE;f
2104406;16:53:40;242;39532;Fredrik;Lindstrom;65;Stockholm;or20edrik.lindstrlite@hotmail.con;t;381000;Books;Fieldberg;SE;f
2106252;21:07:14;1426;66667;Fredrik;Jakobsson;24;Lund;or20edrik.jakobsslite@hotmail.con;t;4000;Clothing;Lund;SE;f
2107214;18:15:36;102;99354;Fredrik;Berg;57;Goteborg;or20edrik.belite@hotmail.con;t;2000;Books;Fieldberg;SE;f
2108020;13:24:43;35943;121612;Fredrik;Sandberg;38;Goteborg;or20edrik_sandbelite@hotmail.con;t;20000;Clothing;Goteborg;SE;f
2108735;20:32:15;346;62997;Fredrik;Henriksson;34;Goteborg;or20edrik.henriksslite@hotmail.con;t;366000;Books;Fieldberg;SE;f
2109619;16:36:34;426;82275;Fredrik;Sjoberg;46;Érebro;or20edrik_sjobelite@hotmail.con;t;61000;Clothing;Emu;SE;f
2110867;20:21:24;12232;123208;Fredrik;Lundin;28;Malmo;or20edrik.lundlite@hotmail.con;t;86000;Clothing;Magenta;SE;f
2113415;20:14:59;2482;26731;Fredrik;Nystrom;34;Goteborg;or20edrik.nystrlite@hotmail.con;t;252000;Clothing;Goteborg;SE;f
2115105;18:38:25;1209;17965;Fredrik;Berglund;61;Goteborg;or20edrik.berglulite@hotmail.con;t;5000;Clothing;Fieldberg;SE;f
2039887;18:58:56;16229;26624;Frida;Bergman;67;Stockholm;or20ida.bergmlite@yahoo.sn;t;21000;Tickets;Fieldberg;;f
2004787;09:59:11;8966;114759;Frida;Lindberg;55;Stockholm;or20ida.lindbelite@hotmail.con;t;19000;Electronics;Fieldberg;SE;f
1985287;17:58:39;8526;76280;Frida;Andersson;30;Stockholm;or20ida.andersslite@hotmail.con;t;105000;Clothing;Fieldberg;;f
2016487;14:31:28;6379;96244;Frida;Lundberg;55;Malmo;or20ida.lundbelite@telia.con;f;107000;Clothing;Magenta;DK;f
1987887;15:06:56;6052;56879;Frida;Karlsson;18;Goteborg;or20ida.karlsslite@hotmail.con;t;220000;Food;Goteborg;SE;f
2013887;22:25:48;5265;64731;Frida;Gustavsson;67;Knivsta;or20lite@gmail.con;f;3000;Clothing;Goteborg;UK;f
2038587;11:40:41;4995;83782;Frida;Eklund;35;Uppsala;or20ida.eklulite@hotmail.con;t;77000;Electronics;Upplandsmerg;SE;f
2035987;16:00:53;4170;17160;Frida;Engstrom;20;Stockholm;or20ida.engstrlite@hotmail.con;t;314000;Electronics;Fieldberg;SE;f
2003487;18:02:51;3970;47355;Frida;Bengtsson;75;Stockholm;or20ida.bengtsslite@gmail.con;t;102000;Clothing;Fieldberg;;f
2017787;17:58:35;3723;50554;Frida;Bergstrom;50;Lund;or20i_bergstrlite@yahoo.sn;t;46000;Clothing;Lund;SE;f
2022987;21:09:47;3066;115385;Frida;Berg;73;Stockholm;or20ida.belite@gmail.con;f;115000;Clothing;Fieldberg;DK;f
1998287;04:44:08;2822;44068;Frida;Pettersson;24;Nykvarn;or20.pelite@hotmail.con;t;16000;Electronics;Magenta;SE;f
2025587;12:50:19;2452;64346;Frida;Sandberg;27;Goteborg;or20ida_sandbelite@hotmail.con;t;51000;Electronics;Goteborg;SE;f
2047687;17:22:55;2395;71892;Frida;Nystrom;26;Stockholm;or20ida.nystrlite@hotmail.con;t;272000;Clothing;Fieldberg;SE;f
2037287;19:16:18;2374;15809;Frida;Lundin;71;Érebro;or20i_lundlite@hotmail.con;f;61000;Dating;Emu;NO;f
2041187;20:26:12;2232;28736;Frida;Danielsson;34;Knivsta;ou20lite@outlook.con;f;490000;Tickets;Knivsta;UK;f
2009987;15:48:35;1537;99788;Frida;Magnusson;66;Stockholm;or20ida.magnusslite@hotmail.con;t;239000;Tickets;Fieldberg;SE;f
2042487;23:03:59;1389;75565;Frida;Hakansson;32;Érebro;oc20cbmlite@yahoo.sn;t;271000;Books;Emu;FI;f
1995687;21:12:25;1283;104655;Frida;Svensson;78;Vosteras;or20i.lite@yahoo.sn;t;178000;Clothing;Westland;NO;f
2008687;16:57:33;1260;75196;Frida;Petersson;26;Lund;o.20petelite@hotmail.con;t;118000;Books;Lund;SE;f
2029487;17:41:39;1227;81836;Frida;Mattsson;51;Goteborg;or20ida.mattsslite@hotmail.con;t;355000;Electronics;Goteborg;SE;f
2020387;17:59:56;1209;77609;Frida;Berglund;47;Goteborg;or20ida.berglulite@hotmail.con;t;382000;Clothing;Goteborg;SE;f
2021687;19:19:38;1209;12317;Frida;Lundgren;39;Vosteras;or20i_lundgrlite@gmail.con;t;123000;Clothing;Westland;SE;f
2045087;17:59:29;1209;13113;Frida;Gunnarsson;21;Érebro;or20i_gunnarsslite@hotmail.con;t;34000;Clothing;Emu;SE;f
1991787;17:59:16;1209;107254;Frida;Larsson;71;Linkoping;or20i_larsslite@hotmail.con;t;10000;Clothing;Linkoping;SE;f
2032087;20:29:15;1155;49058;Frida;Sjoberg;38;Stockholm;or20ida.sjobelite@hotmail.con;f;140000;Clothing;Fieldberg;;f
2030787;14:44:05;1117;103282;Frida;Forsberg;41;Knivsta;ol20ite@hotmail.con;t;168000;Clothing;Fieldberg;SE;f
2011287;20:58:07;1107;58687;Frida;Lindstrom;63;Stockholm;or20ida.lindstrlite@telia.con;f;124000;Tickets;Fieldberg;;f
2012587;16:26:49;1003;62157;Frida;Olofsson;24;Uppsala;or20ida.olofsslite@hotmail.con;t;215000;Clothing;Upplandsmerg;SE;f
